point_id,variant,family,topology,nx1,m1,nx2,m2,emitter_units_stage1,emitter_area_um2_stage1,xmis_w_um,corner_label,temp_c,vdd_v,ic1_a,ic2_a,ib1_a,jc1_ma_um2,vce1_v,vce2_v,vbe1_v,idd_a,pdc_w,pdc_violates_10mw,ic1_violates_4p5ma,s11_db_worst,s21_db_min,s21_db_max,s12_db_max,s22_db_worst,gain_in_match_basis_db_min,ga_max_ideal_db_min,ga_max_q10_db_min,nf_sp_db_at_band_lo,nfmin_sp_db_at_band_lo,nfmin290_db_at_band_lo,nfmin290_db_worst,nfmin_reref_delta_db,nf290_db_at_band_lo,nf290_db_worst,nf30015_db_at_band_lo,gain_ac_db_at_band_lo,k_inband_min,mu_inband_min,n_inband_pts_mu_lt_1,n_inband_pts,mag_delta_inband_max,k_broadband_min,mu_broadband_min,f_at_mu_broadband_min_hz,n_broadband_pts_mu_lt_1,n_broadband_pts,s11_mag_broadband_max,s22_mag_broadband_max,model_card_flags
s_fixj_a6_sf_27c_vdd1.80v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,sf,27,1.80,2.984850e-03,2.980710e-03,4.115300e-06,4.3184,0.8033,0.9967,0.844,3.757510e-03,6.763520e-03,0,0,-2.9868,10.4519,10.5177,-97.5894,-0.0023,13.4772,45.8613,20.8438,3.0625,2.7181,2.7883,2.7883,0.0701,3.1387,3.1387,3.0625,10.5177,2.82025381,1.00015095,0,11,0.708813,-3.23821279,0.99999752,6.683439e+08,61,140,0.814798,1.0,in_box
s_fixj_a6_sf_27c_vdd1.98v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,sf,27,1.98,3.054780e-03,3.050520e-03,4.258630e-06,4.4195,0.9674,1.0126,0.844,3.843380e-03,7.609890e-03,0,0,-2.9854,10.5014,10.5689,-97.8135,-0.0022,13.5284,46.0521,20.8956,3.0578,2.7154,2.7855,2.7855,0.0701,3.1339,3.1339,3.0578,10.5689,2.78297067,1.00014501,0,11,0.708935,-3.25804542,0.99999748,6.683439e+08,61,140,0.814817,1.0,in_box
s_fixj_a6_sf_125c_vdd1.62v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,sf,125,1.62,2.913310e-03,2.906460e-03,6.832930e-06,4.2149,0.7226,0.8974,0.7573,3.688940e-03,5.976080e-03,0,0,-3.0217,9.4861,9.5231,-95.4739,-0.0025,12.4748,44.5035,19.8305,3.195,2.8172,3.5287,3.5287,0.7114,3.9659,3.9659,3.8771,9.5231,2.64409052,1.00015377,0,11,0.705945,-3.33881089,0.99999796,6.309573e+08,60,140,0.817727,1.0,in_box
s_fixj_a6_sf_125c_vdd1.80v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,sf,125,1.80,2.971300e-03,2.964280e-03,7.025600e-06,4.2988,0.8866,0.9134,0.7573,3.763410e-03,6.774140e-03,0,0,-3.0194,9.5439,9.5825,-95.8448,-0.0024,12.5353,44.7382,19.8932,3.1904,2.8147,3.5257,3.5257,0.711,3.9606,3.9606,3.8718,9.5825,2.63123665,1.00014728,0,11,0.706146,-3.44497462,0.99999793,6.309573e+08,59,140,0.817736,1.0,in_box
s_fixj_a6_sf_125c_vdd1.98v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,sf,125,1.98,3.031170e-03,3.023990e-03,7.225070e-06,4.3854,1.0505,0.9295,0.7573,3.839480e-03,7.602180e-03,0,0,-3.0189,9.6006,9.6408,-96.1007,-0.0023,12.5927,44.9585,19.9527,3.1858,2.8121,3.5227,3.5227,0.7106,3.9553,3.9553,3.8666,9.6408,2.58827484,1.0001402,0,11,0.706191,-3.52153683,0.99999784,6.683439e+08,60,140,0.817742,1.0,in_box
s_fixj_a6_fs_-40c_vdd1.62v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,fs,-40,1.62,2.918080e-03,2.915930e-03,2.095380e-06,4.2218,0.5872,1.0329,0.8984,3.664380e-03,5.936300e-03,0,0,-2.9558,10.9642,11.0478,-98.5714,-0.0023,14.0219,46.3637,21.3888,3.022,2.6828,2.2716,2.2716,-0.4112,2.5727,2.5727,2.5066,11.0478,3.03513702,1.00016147,0,11,0.711346,-3.08752159,0.99999727,6.683439e+08,62,140,0.813223,1.0,in_box
s_fixj_a6_fs_-40c_vdd1.80v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,fs,-40,1.80,2.993650e-03,2.991430e-03,2.179170e-06,4.3311,0.7513,1.0487,0.8984,3.755810e-03,6.760460e-03,0,0,-2.9525,11.0078,11.093,-98.8545,-0.0023,14.0691,46.5469,21.4367,3.0168,2.6796,2.2688,2.2688,-0.4108,2.5681,2.5681,2.5021,11.093,3.02200506,1.00015623,0,11,0.711629,-3.11133821,0.9999973,6.683439e+08,61,140,0.813242,1.0,in_box
s_fixj_a6_fs_-40c_vdd1.98v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,fs,-40,1.98,3.074380e-03,3.072090e-03,2.270370e-06,4.4479,0.9154,1.0646,0.8984,3.851120e-03,7.625220e-03,0,0,-2.9504,11.0516,11.1384,-99.0587,-0.0022,14.1152,46.7178,21.4834,3.0114,2.6762,2.2658,2.2658,-0.4104,2.5633,2.5633,2.4973,11.1384,2.98847085,1.00015095,0,11,0.711801,-3.10578702,0.9999973,6.683439e+08,61,140,0.813257,1.0,in_box
s_fixj_a6_fs_27c_vdd1.62v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,fs,27,1.62,2.919720e-03,2.915690e-03,3.983120e-06,4.2241,0.6392,0.9808,0.8441,3.679650e-03,5.961030e-03,0,0,-2.9898,10.4032,10.4675,-97.273,-0.0024,13.4252,45.6587,20.791,3.0669,2.7207,2.7909,2.7909,0.0702,3.1433,3.1433,3.0669,10.4675,2.8331009,1.00015663,0,11,0.70856,-3.18684738,0.99999751,6.683439e+08,61,140,0.814775,1.0,in_box
s_fixj_a6_fs_27c_vdd1.80v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,fs,27,1.80,2.985920e-03,2.981780e-03,4.117000e-06,4.3199,0.8033,0.9967,0.844,3.761850e-03,6.771320e-03,0,0,-2.9868,10.4527,10.5186,-97.5893,-0.0023,13.478,45.8621,20.8446,3.0624,2.7181,2.7882,2.7882,0.0701,3.1386,3.1386,3.0624,10.5186,2.81996465,1.00015095,0,11,0.708811,-3.23914144,0.99999752,6.683439e+08,61,140,0.814799,1.0,in_box
s_fixj_a6_fs_27c_vdd1.98v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,fs,27,1.98,3.055770e-03,3.051510e-03,4.260230e-06,4.421,0.9674,1.0126,0.844,3.847620e-03,7.618290e-03,0,0,-2.9854,10.5022,10.5698,-97.8134,-0.0022,13.5291,46.0528,20.8964,3.0576,2.7153,2.7854,2.7854,0.0701,3.1338,3.1338,3.0577,10.5698,2.78272442,1.000145,0,11,0.708933,-3.25894164,0.99999748,6.683439e+08,61,140,0.814818,1.0,in_box
s_fixj_a6_fs_125c_vdd1.62v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,fs,125,1.62,2.914180e-03,2.907330e-03,6.835270e-06,4.2161,0.7226,0.8974,0.7573,3.694260e-03,5.984700e-03,0,0,-3.0218,9.4871,9.5241,-95.4737,-0.0025,12.4758,44.5045,19.8315,3.1949,2.8172,3.5286,3.5286,0.7114,3.9657,3.9657,3.8769,9.5241,2.64376408,1.00015376,0,11,0.705941,-3.33955787,0.99999796,6.309573e+08,60,140,0.81773,1.0,in_box
s_fixj_a6_fs_125c_vdd1.80v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,fs,125,1.80,2.971870e-03,2.964860e-03,7.027190e-06,4.2996,0.8865,0.9135,0.7573,3.766200e-03,6.779160e-03,0,0,-3.0194,9.5446,9.5832,-95.8447,-0.0024,12.536,44.7388,19.8938,3.1903,2.8146,3.5256,3.5256,0.711,3.9605,3.9605,3.8718,9.5832,2.63103859,1.00014727,0,11,0.706143,-3.4455234,0.99999793,6.309573e+08,59,140,0.817741,1.0,in_box
s_fixj_a6_fs_125c_vdd1.98v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,fs,125,1.98,3.031550e-03,3.024370e-03,7.226130e-06,4.3859,1.0505,0.9295,0.7573,3.842880e-03,7.608910e-03,0,0,-3.0189,9.601,9.6412,-96.1007,-0.0023,12.5931,44.9589,19.9531,3.1857,2.8121,3.5226,3.5226,0.7106,3.9552,3.9552,3.8666,9.6412,2.58815385,1.00014019,0,11,0.706189,-3.52192985,0.99999783,6.683439e+08,60,140,0.817748,1.0,in_box
s_ctrl_a8_typ_-40c_vdd1.62v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,typ,-40,1.62,3.869690e-03,3.866830e-03,2.779530e-06,4.1989,0.5869,1.0332,0.8981,4.614170e-03,7.474950e-03,0,0,-3.0208,11.8455,11.9667,-95.8859,-0.0045,14.8391,44.3412,22.1799,2.5483,2.3454,1.9747,1.9747,-0.3706,2.153,2.153,2.0952,11.9667,4.12974267,1.00037066,0,11,0.705872,-2.67718632,0.99999643,5.623413e+08,60,140,0.812489,1.0,in_box
s_ctrl_a8_typ_-40c_vdd1.80v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,typ,-40,1.80,3.972200e-03,3.969260e-03,2.893510e-06,4.3101,0.751,1.049,0.8981,4.732540e-03,8.518580e-03,0,0,-3.0154,11.8775,12.0002,-96.1677,-0.0043,14.8766,44.5182,22.2186,2.5442,2.3428,1.9725,1.9725,-0.3703,2.1493,2.1493,2.0916,12.0002,4.11169988,1.0003586,0,11,0.70632,-2.69640398,0.99999645,5.623413e+08,59,140,0.812517,1.0,in_box
s_ctrl_a8_typ_-40c_vdd1.98v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,typ,-40,1.98,4.080880e-03,4.077840e-03,3.016680e-06,4.428,0.9151,1.0649,0.8981,4.857050e-03,9.616950e-03,0,0,-3.0117,11.9091,12.0332,-96.3711,-0.0042,14.9121,44.6819,22.2551,2.5399,2.3401,1.9702,1.9702,-0.37,2.1455,2.1455,2.0879,12.0332,4.06814476,1.00034704,0,11,0.706632,-2.6949481,0.99999642,5.956621e+08,59,140,0.812542,1.0,in_box
s_ctrl_a8_typ_27c_vdd1.62v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,typ,27,1.62,3.852250e-03,3.846930e-03,5.252080e-06,4.18,0.6386,0.9814,0.8435,4.610370e-03,7.468790e-03,0,0,-3.0709,11.4232,11.5269,-94.6071,-0.0046,14.3662,43.7506,21.7054,2.5917,2.3836,2.4474,2.4474,0.0637,2.6595,2.6595,2.5917,11.5269,3.84125972,1.00036619,0,11,0.701792,-2.75165642,0.99999683,5.623413e+08,59,140,0.813538,1.0,in_box
s_ctrl_a8_typ_27c_vdd1.80v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,typ,27,1.80,3.940300e-03,3.934830e-03,5.430400e-06,4.2755,0.8027,0.9973,0.8435,4.714420e-03,8.485960e-03,0,0,-3.0657,11.4604,11.5657,-94.9221,-0.0044,14.4089,43.9463,21.7493,2.5882,2.3817,2.4453,2.4453,0.0637,2.6559,2.6559,2.5882,11.5657,3.82470763,1.00035309,0,11,0.702232,-2.79221413,0.99999683,5.623413e+08,59,140,0.813574,1.0,in_box
s_ctrl_a8_typ_27c_vdd1.98v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,typ,27,1.98,4.033100e-03,4.027470e-03,5.621080e-06,4.3762,0.9667,1.0133,0.8435,4.823150e-03,9.549840e-03,0,0,-3.0624,11.4972,11.6039,-95.1453,-0.0043,14.449,44.1278,21.7906,2.5846,2.3796,2.4433,2.4433,0.0637,2.6522,2.6522,2.5846,11.6039,3.77856927,1.00034028,0,11,0.702509,-2.81099971,0.99999677,5.956621e+08,58,140,0.813606,1.0,in_box
s_ctrl_a8_typ_125c_vdd1.62v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,typ,125,1.62,3.823140e-03,3.814160e-03,8.951110e-06,4.1484,0.7216,0.8984,0.7564,4.600040e-03,7.452070e-03,0,0,-3.1252,10.7073,10.7841,-92.8337,-0.0048,13.5963,42.771,20.9323,2.7061,2.4739,3.1258,3.1258,0.6519,3.3989,3.3989,3.3184,10.7841,3.54849318,1.00036517,0,11,0.697396,-2.87003379,0.99999746,5.308844e+08,58,140,0.815978,1.0,in_box
s_ctrl_a8_typ_125c_vdd1.80v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,typ,125,1.80,3.898720e-03,3.889540e-03,9.202430e-06,4.2304,0.8855,0.9145,0.7564,4.692120e-03,8.445820e-03,0,0,-3.1203,10.7524,10.8308,-93.203,-0.0046,13.6464,42.9969,20.9839,2.7027,2.4721,3.1236,3.1236,0.6516,3.3948,3.3948,3.3144,10.8308,3.53341547,1.00035016,0,11,0.697807,-2.95299442,0.99999742,5.623413e+08,57,140,0.816001,1.0,in_box
s_ctrl_a8_typ_125c_vdd1.98v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,typ,125,1.98,3.976860e-03,3.967460e-03,9.462800e-06,4.3152,1.0494,0.9306,0.7563,4.786460e-03,9.477190e-03,0,0,-3.1179,10.7961,10.8761,-93.4577,-0.0045,13.6928,43.206,21.0316,2.6992,2.4703,3.1215,3.1215,0.6512,3.3908,3.3908,3.3105,10.8761,3.4825052,1.00033514,0,11,0.698012,-3.01683377,0.99999732,5.623413e+08,58,140,0.816019,1.0,in_box
s_ctrl_a8_bcs_-40c_vdd1.62v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,bcs,-40,1.62,3.898010e-03,3.896460e-03,1.510220e-06,4.2296,0.5967,1.0233,0.8894,4.643000e-03,7.521660e-03,0,0,-2.9695,12.1454,12.2799,-98.7281,-0.0036,15.1918,45.6925,22.5434,2.2051,2.0823,1.7453,1.7453,-0.337,1.8522,1.8522,1.8009,12.2799,4.40400815,1.00030551,0,11,0.710134,-2.95032232,0.99999602,5.956621e+08,61,140,0.811068,1.0,in_box
s_ctrl_a8_bcs_-40c_vdd1.80v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,bcs,-40,1.80,4.019900e-03,4.018290e-03,1.580650e-06,4.3619,0.7609,1.0391,0.8893,4.780730e-03,8.605320e-03,0,0,-2.965,12.1807,12.317,-98.9778,-0.0034,15.232,45.8714,22.5844,2.2001,2.0787,1.7421,1.7421,-0.3365,1.8478,1.8478,1.7966,12.317,4.36863579,1.00029538,0,11,0.710515,-2.97809059,0.99999598,5.956621e+08,60,140,0.811078,1.0,in_box
s_ctrl_a8_bcs_-40c_vdd1.98v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,bcs,-40,1.98,4.151130e-03,4.149460e-03,1.657860e-06,4.5043,0.9249,1.0551,0.8893,4.927790e-03,9.757020e-03,0,0,-2.9616,12.2159,12.3539,-99.1585,-0.0033,15.2708,46.0366,22.6241,2.1948,2.0749,1.7388,1.7388,-0.336,1.8432,1.8432,1.7921,12.3539,4.31238651,1.00028595,0,11,0.710797,-2.98399687,0.99999592,5.956621e+08,60,140,0.811085,1.0,in_box
s_ctrl_a8_bcs_27c_vdd1.62v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,bcs,27,1.62,3.922790e-03,3.919870e-03,2.881880e-06,4.2565,0.6501,0.9699,0.8342,4.680810e-03,7.582910e-03,0,0,-3.0082,11.7454,11.8618,-97.4791,-0.0036,14.7514,45.1395,22.1015,2.2767,2.1401,2.1988,2.1988,0.0587,2.3383,2.3383,2.2767,11.8618,4.08597924,1.00030181,0,11,0.706965,-3.11633776,0.99999631,5.956621e+08,61,140,0.813533,1.0,in_box
s_ctrl_a8_bcs_27c_vdd1.80v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,bcs,27,1.80,4.027850e-03,4.024830e-03,2.993430e-06,4.3705,0.8141,0.9859,0.8342,4.801860e-03,8.643340e-03,0,0,-3.0039,11.7868,11.905,-97.7582,-0.0035,14.7973,45.3396,22.1485,2.272,2.1368,2.1955,2.1955,0.0587,2.3335,2.3335,2.272,11.905,4.04931601,1.00029056,0,11,0.707325,-3.16724618,0.99999625,5.956621e+08,60,140,0.813545,1.0,in_box
s_ctrl_a8_bcs_27c_vdd1.98v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,bcs,27,1.98,4.140030e-03,4.136920e-03,3.113790e-06,4.4922,0.9781,1.0019,0.8342,4.929970e-03,9.761340e-03,0,0,-3.0011,11.8281,11.9483,-97.9578,-0.0034,14.8418,45.5252,22.1938,2.2671,2.1334,2.192,2.192,0.0586,2.3285,2.3285,2.2671,11.9483,3.98887582,1.00027993,0,11,0.707568,-3.1942319,0.99999613,6.309573e+08,61,140,0.813551,1.0,in_box
s_ctrl_a8_bcs_125c_vdd1.62v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,bcs,125,1.62,3.939590e-03,3.934620e-03,4.962040e-06,4.2747,0.7354,0.8846,0.746,4.715670e-03,7.639390e-03,0,0,-3.0471,11.0723,11.1609,-95.7476,-0.0038,14.0376,44.221,21.385,2.414,2.2469,2.8563,2.8563,0.6094,3.0549,3.0549,2.9801,11.1609,3.7573645,1.00030072,0,11,0.703785,-3.35863981,0.99999681,5.956621e+08,60,140,0.817548,1.0,in_box
s_ctrl_a8_bcs_125c_vdd1.80v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,bcs,125,1.80,4.029980e-03,4.024860e-03,5.120950e-06,4.3728,0.8994,0.9006,0.746,4.822490e-03,8.680490e-03,0,0,-3.0434,11.1226,11.2132,-96.072,-0.0037,14.0918,44.4543,21.4405,2.4091,2.2437,2.8524,2.8524,0.6087,3.0492,3.0492,2.9744,11.2132,3.71707482,1.00028745,0,11,0.704102,-3.45356994,0.99999671,5.956621e+08,60,140,0.817545,1.0,in_box
s_ctrl_a8_bcs_125c_vdd1.98v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,bcs,125,1.98,4.124810e-03,4.119550e-03,5.283230e-06,4.4757,1.0633,0.9167,0.746,4.933510e-03,9.768340e-03,0,0,-3.0415,11.1722,11.2648,-96.3005,-0.0035,14.1435,44.6705,21.4933,2.4042,2.2404,2.8485,2.8485,0.6081,3.0433,3.0433,2.9687,11.2648,3.64957275,1.00027479,0,11,0.704263,-3.53008299,0.99999655,6.309573e+08,60,140,0.817529,1.0,in_box
s_ctrl_a8_wcs_-40c_vdd1.62v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,wcs,-40,1.62,3.821450e-03,3.816480e-03,4.844900e-06,4.1465,0.575,1.045,0.908,4.566360e-03,7.397500e-03,0,0,-3.0766,11.5182,11.626,-93.2769,-0.0055,14.4557,43.0617,21.7853,2.923,2.6266,2.222,2.222,-0.4046,2.4845,2.4845,2.4201,11.626,3.90524799,1.00044053,0,11,0.701255,-2.3227295,0.999997,5.308844e+08,58,140,0.813077,1.0,in_box
s_ctrl_a8_wcs_-40c_vdd1.80v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,wcs,-40,1.80,3.906730e-03,3.901620e-03,5.019360e-06,4.2391,0.7392,1.0608,0.908,4.667520e-03,8.401530e-03,0,0,-3.0702,11.5469,11.6559,-93.5915,-0.0053,14.4909,43.2357,21.8218,2.9196,2.6251,2.2206,2.2206,-0.4045,2.4815,2.4815,2.4171,11.6559,3.90444872,1.00042683,0,11,0.701784,-2.33141076,0.99999707,5.308844e+08,57,140,0.81313,1.0,in_box
s_ctrl_a8_wcs_-40c_vdd1.98v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,wcs,-40,1.98,3.996030e-03,3.990780e-03,5.205560e-06,4.336,0.9033,1.0767,0.908,4.772670e-03,9.449890e-03,0,0,-3.0661,11.5749,11.6851,-93.816,-0.0052,14.5231,43.3967,21.8552,2.9161,2.6235,2.2192,2.2192,-0.4043,2.4784,2.4784,2.4141,11.6851,3.87281534,1.0004132,0,11,0.702131,-2.31543685,0.9999971,5.308844e+08,57,140,0.81318,1.0,in_box
s_ctrl_a8_wcs_27c_vdd1.62v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,wcs,27,1.62,3.748040e-03,3.738880e-03,9.030720e-06,4.0669,0.6245,0.9955,0.8542,4.507260e-03,7.301760e-03,0,0,-3.1445,11.0605,11.1513,-91.9717,-0.0057,13.9323,42.4167,21.26,2.9379,2.6495,2.7183,2.7183,0.0689,3.012,3.012,2.9379,11.1513,3.653924,1.00043597,0,11,0.695771,-2.23749477,0.99999755,5.308844e+08,56,140,0.812331,1.0,in_box
s_ctrl_a8_wcs_27c_vdd1.80v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,wcs,27,1.80,3.819890e-03,3.810530e-03,9.296250e-06,4.1448,0.7886,1.0114,0.8542,4.595140e-03,8.271260e-03,0,0,-3.1381,11.0934,11.1854,-92.3265,-0.0055,13.9717,42.607,21.3008,2.9356,2.6488,2.7177,2.7177,0.0689,3.0097,3.0097,2.9356,11.1854,3.65848362,1.00042149,0,11,0.696306,-2.26007254,0.99999761,5.308844e+08,56,140,0.812405,1.0,in_box
s_ctrl_a8_wcs_27c_vdd1.98v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,wcs,27,1.98,3.894700e-03,3.885120e-03,9.577040e-06,4.226,0.9527,1.0273,0.8541,4.685890e-03,9.278060e-03,0,0,-3.1343,11.1254,11.2186,-92.5729,-0.0053,14.0075,42.7833,21.3379,2.9332,2.6482,2.717,2.717,0.0688,3.0073,3.0073,2.9333,11.2186,3.62617489,1.00040661,0,11,0.696621,-2.25977603,0.99999761,5.308844e+08,56,140,0.812475,1.0,in_box
s_ctrl_a8_wcs_125c_vdd1.62v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,wcs,125,1.62,3.657330e-03,3.642150e-03,1.516360e-05,3.9685,0.7041,0.9159,0.7684,4.436150e-03,7.186570e-03,0,0,-3.2227,10.2748,10.339,-90.1614,-0.0059,13.0729,41.3442,20.3969,3.0302,2.7275,3.4239,3.4239,0.6964,3.7759,3.7759,3.6897,10.339,3.41081463,1.00043668,0,11,0.689506,-2.14444773,0.99999827,4.731513e+08,54,140,0.812839,1.0,in_box
s_ctrl_a8_wcs_125c_vdd1.80v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,wcs,125,1.80,3.718000e-03,3.702520e-03,1.552800e-05,4.0343,0.868,0.932,0.7683,4.513360e-03,8.124050e-03,0,0,-3.2162,10.3145,10.3799,-90.5849,-0.0057,13.119,41.5616,20.4447,3.0282,2.7271,3.4235,3.4235,0.6963,3.7736,3.7736,3.6875,10.3799,3.4242076,1.00042075,0,11,0.690038,-2.20047379,0.99999831,4.731513e+08,54,140,0.812906,1.0,in_box
s_ctrl_a8_wcs_125c_vdd1.98v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,wcs,125,1.98,3.779660e-03,3.763870e-03,1.590310e-05,4.1012,1.032,0.948,0.7683,4.591210e-03,9.090600e-03,0,0,-3.2133,10.3521,10.4187,-90.8676,-0.0055,13.1596,41.7626,20.4869,3.0262,2.7268,3.4231,3.4231,0.6963,3.7713,3.7713,3.6852,10.4187,3.38993726,1.00040357,0,11,0.690292,-2.23605859,0.99999827,5.011872e+08,53,140,0.812974,1.0,in_box
s_ctrl_a8_sf_-40c_vdd1.62v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,sf,-40,1.62,3.869010e-03,3.866160e-03,2.779070e-06,4.1981,0.5869,1.0331,0.8981,4.611840e-03,7.471190e-03,0,0,-3.0208,11.8452,11.9664,-95.8859,-0.0045,14.8388,44.3409,22.1796,2.5484,2.3454,1.9748,1.9748,-0.3706,2.153,2.153,2.0952,11.9664,4.12986591,1.00037066,0,11,0.705872,-2.67681197,0.99999643,5.623413e+08,60,140,0.81249,1.0,in_box
s_ctrl_a8_sf_-40c_vdd1.80v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,sf,-40,1.80,3.971290e-03,3.968350e-03,2.892750e-06,4.3091,0.751,1.049,0.8981,4.729990e-03,8.513980e-03,0,0,-3.0154,11.8772,11.9998,-96.1678,-0.0043,14.8763,44.5179,22.2183,2.5442,2.3428,1.9725,1.9725,-0.3703,2.1494,2.1494,2.0916,11.9998,4.1118526,1.0003586,0,11,0.70632,-2.69593777,0.99999645,5.623413e+08,59,140,0.812518,1.0,in_box
s_ctrl_a8_sf_-40c_vdd1.98v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,sf,-40,1.98,4.079990e-03,4.076950e-03,3.015920e-06,4.4271,0.9151,1.0649,0.8981,4.854510e-03,9.611930e-03,0,0,-3.0117,11.9088,12.0329,-96.3712,-0.0042,14.9119,44.6817,22.2548,2.5399,2.3402,1.9702,1.9702,-0.37,2.1456,2.1456,2.0879,12.0329,4.06828243,1.00034704,0,11,0.706632,-2.69447733,0.99999642,5.956621e+08,59,140,0.812543,1.0,in_box
s_ctrl_a8_sf_27c_vdd1.62v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,sf,27,1.62,3.851510e-03,3.846190e-03,5.250940e-06,4.1792,0.6386,0.9814,0.8435,4.608050e-03,7.465040e-03,0,0,-3.0709,11.4228,11.5265,-94.6072,-0.0046,14.3658,43.7502,21.705,2.5917,2.3837,2.4474,2.4474,0.0637,2.6595,2.6595,2.5918,11.5265,3.84142193,1.00036619,0,11,0.701793,-2.75127981,0.99999683,5.623413e+08,59,140,0.813538,1.0,in_box
s_ctrl_a8_sf_27c_vdd1.80v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,sf,27,1.80,3.939640e-03,3.934170e-03,5.429360e-06,4.2748,0.8027,0.9973,0.8435,4.712190e-03,8.481940e-03,0,0,-3.0657,11.4601,11.5653,-94.9222,-0.0044,14.4086,43.946,21.749,2.5882,2.3817,2.4454,2.4454,0.0637,2.656,2.656,2.5882,11.5653,3.82483848,1.00035309,0,11,0.702232,-2.79185712,0.99999683,5.623413e+08,59,140,0.813574,1.0,in_box
s_ctrl_a8_sf_27c_vdd1.98v,s_ctrl_a8,A1-fixJc-CONTROL,1stage,8,1,-,-,8,0.9216,512,sf,27,1.98,4.032540e-03,4.026920e-03,5.620230e-06,4.3756,0.9667,1.0133,0.8435,4.821050e-03,9.545680e-03,0,0,-3.0624,11.4969,11.6037,-95.1453,-0.0043,14.4488,44.1276,21.7903,2.5846,2.3797,2.4433,2.4433,0.0637,2.6523,2.6523,2.5846,11.6037,3.77866254,1.00034028,0,11,0.702509,-2.81069403,0.99999677,5.956621e+08,58,140,0.813605,1.0,in_box
