source_record,corner_label,temp_c,nx,vce_v,scope,n_points,noise_optimum_jc_ma_um2,noise_optimum_nf_db_committed_ambient_source,noise_optimum_nf_db_corrected_fixed_t0,noise_optimum_nf_delta_db,noise_optimum_gain_db,noise_optimum_ft_hz,noise_optimum_validity_flags
20260918-203652-4293920,typ,-40,1,1.4,all,26,43.642448,5.532920,5.795953,0.263033,8.494280,4.12937E+11,ic_high;vbe_high
20260918-203652-4293920,typ,-40,1,1.4,in_box,16,14.357118,6.271550,6.494482,0.222932,6.107120,4.84995E+11,
20260918-203652-4293920,typ,-40,8,0.6,all,26,20.959635,1.544410,2.175570,0.631160,24.816900,4.78279E+11,vbe_high
20260918-203652-4293920,typ,-40,8,0.6,in_box,16,12.470812,1.578300,2.204892,0.626592,23.646400,4.80273E+11,
20260918-203652-4293920,typ,-40,8,0.8,all,26,22.199110,1.552990,2.182991,0.630001,24.937000,4.98799E+11,vbe_high
20260918-203652-4293920,typ,-40,8,0.8,in_box,16,13.101128,1.576130,2.203013,0.626883,23.760600,4.95376E+11,
20260918-203652-4293920,typ,-40,8,1.0,all,26,18.488607,1.558750,2.187973,0.629223,24.555800,5.11825E+11,vbe_high
20260918-203652-4293920,typ,-40,8,1.0,in_box,16,13.810113,1.574710,2.201784,0.627074,23.875500,5.04386E+11,
20260918-203652-4293920,typ,-40,8,1.2,all,26,19.682183,1.565710,2.193995,0.628285,24.671500,5.16596E+11,vbe_high
20260918-203652-4293920,typ,-40,8,1.2,in_box,16,14.617188,1.574360,2.201481,0.627121,23.994200,5.10764E+11,
20260918-203652-4293920,typ,-40,8,1.4,all,26,15.541124,1.575610,2.202563,0.626953,24.111800,5.1553E+11,
20260918-203652-4293920,typ,-40,8,1.4,in_box,16,15.541124,1.575610,2.202563,0.626953,24.111800,5.1553E+11,
20260918-203652-4293920,typ,125,1,0.6,all,26,24.360677,7.820810,7.580056,-0.240754,6.577890,2.64792E+11,
20260918-203652-4293920,typ,125,1,0.6,in_box,13,24.360677,7.820810,7.580056,-0.240754,6.577890,2.64792E+11,
20260918-203652-4293920,typ,125,1,0.8,all,26,35.010243,7.533660,7.275952,-0.257708,7.600910,2.56067E+11,ic_high
20260918-203652-4293920,typ,125,1,0.8,in_box,13,25.435590,7.766030,7.522133,-0.243897,6.854730,3.0835E+11,
20260918-203652-4293920,typ,125,1,1.0,all,26,47.981163,7.443110,7.179805,-0.263305,8.169240,2.04906E+11,ic_high;vbe_high
20260918-203652-4293920,typ,125,1,1.0,in_box,12,21.976736,7.930020,7.695409,-0.234611,6.373770,3.43086E+11,
20260918-203652-4293920,typ,125,1,1.2,all,26,50.731597,7.450260,7.187401,-0.262859,8.454300,2.30318E+11,ic_high;vbe_high
20260918-203652-4293920,typ,125,1,1.2,in_box,12,22.956771,7.907990,7.672153,-0.235837,6.470330,3.51010E+11,
20260918-203652-4293920,typ,125,1,1.4,all,26,47.160590,7.503240,7.243665,-0.259575,8.273510,2.7619E+11,ic_high
20260918-203652-4293920,typ,125,1,1.4,in_box,12,24.044358,7.886820,7.649799,-0.237021,6.570560,3.55007E+11,
20260918-203652-4293920,typ,125,8,0.6,all,26,16.879774,2.394560,1.489486,-0.905074,23.052600,3.05884E+11,
20260918-203652-4293920,typ,125,8,0.6,in_box,13,16.879774,2.394560,1.489486,-0.905074,23.052600,3.05884E+11,
20260918-203652-4293920,typ,125,8,0.8,all,26,17.692383,2.410440,1.509037,-0.901403,23.239000,3.40681E+11,
20260918-203652-4293920,typ,125,8,0.8,in_box,12,17.692383,2.410440,1.509037,-0.901403,23.239000,3.40681E+11,
20260918-203652-4293920,typ,125,8,1.0,all,26,14.563043,2.420000,1.520799,-0.899201,22.593300,3.51372E+11,
20260918-203652-4293920,typ,125,8,1.0,in_box,12,14.563043,2.420000,1.520799,-0.899201,22.593300,3.51372E+11,
20260918-203652-4293920,typ,125,8,1.2,all,26,15.289062,2.431270,1.534658,-0.896612,22.716300,3.58272E+11,
20260918-203652-4293920,typ,125,8,1.2,in_box,12,15.289062,2.431270,1.534658,-0.896612,22.716300,3.58272E+11,
20260918-203652-4293920,typ,125,8,1.4,all,26,16.107530,2.446230,1.553041,-0.893189,22.830000,3.63183E+11,
20260918-203652-4293920,typ,125,8,1.4,in_box,11,16.107530,2.446230,1.553041,-0.893189,22.830000,3.63183E+11,
20260918-203652-4293920,wcs,-40,1,0.6,all,26,26.616059,6.789920,6.988333,0.198413,5.693440,3.00619E+11,ic_high;vbe_high
20260918-203652-4293920,wcs,-40,1,0.6,in_box,16,9.372569,7.518090,7.686461,0.168371,3.732620,3.63484E+11,
20260918-203652-4293920,wcs,-40,1,0.8,all,26,27.718056,6.703770,6.906067,0.202297,6.028200,3.72924E+11,ic_high;vbe_high
20260918-203652-4293920,wcs,-40,1,0.8,in_box,16,9.655642,7.491530,7.660913,0.169383,3.800320,3.73827E+11,
20260918-203652-4293920,wcs,-40,1,1.0,all,26,28.895747,6.673000,6.876702,0.203702,6.112320,3.86762E+11,ic_high;vbe_high
20260918-203652-4293920,wcs,-40,1,1.0,in_box,16,9.959201,7.464180,7.634613,0.170433,3.870130,3.81772E+11,
20260918-203652-4293920,wcs,-40,1,1.2,all,26,30.196962,6.643900,6.848940,0.205040,6.199600,3.92139E+11,ic_high;vbe_high
20260918-203652-4293920,wcs,-40,1,1.2,in_box,16,10.285417,7.436020,7.607540,0.171520,3.942160,3.87856E+11,
20260918-203652-4293920,wcs,-40,1,1.4,all,26,31.644531,6.617130,6.823408,0.206278,6.290610,3.93448E+11,ic_high;vbe_high
20260918-203652-4293920,wcs,-40,1,1.4,in_box,16,10.638281,7.407080,7.579724,0.172644,4.016200,3.92809E+11,
20260918-203652-4293920,wcs,-40,8,0.6,all,26,16.081163,1.880260,2.467483,0.587223,22.790300,4.00332E+11,vbe_high
20260918-203652-4293920,wcs,-40,8,0.6,in_box,16,9.563650,1.913990,2.496961,0.582971,21.630800,3.88715E+11,
20260918-203652-4293920,wcs,-40,8,0.8,all,26,16.798611,1.885760,2.472288,0.586528,22.880400,4.1738E+11,vbe_high
20260918-203652-4293920,wcs,-40,8,0.8,in_box,16,9.931619,1.911430,2.494723,0.583293,21.719400,4.00965E+11,
20260918-203652-4293920,wcs,-40,8,1.0,all,26,13.809570,1.890480,2.476412,0.585932,22.481400,4.21401E+11,vbe_high
20260918-203652-4293920,wcs,-40,8,1.0,in_box,16,10.333648,1.909320,2.492878,0.583558,21.806900,4.0866E+11,
20260918-203652-4293920,wcs,-40,8,1.2,all,26,14.457899,1.893860,2.479365,0.585505,22.566000,4.27734E+11,vbe_high
20260918-203652-4293920,wcs,-40,8,1.2,in_box,16,10.776096,1.907800,2.491549,0.583749,21.895300,4.14388E+11,
20260918-203652-4293920,wcs,-40,8,1.4,all,26,15.180447,1.899420,2.484224,0.584804,22.648300,4.32349E+11,vbe_high
20260918-203652-4293920,wcs,-40,8,1.4,in_box,16,11.265842,1.907140,2.490972,0.583832,21.979900,4.18981E+11,
20260918-203652-4293920,wcs,125,1,0.6,all,26,22.343924,8.823640,8.633631,-0.190009,4.963560,2.13113E+11,
20260918-203652-4293920,wcs,125,1,0.6,in_box,15,22.343924,8.823640,8.633631,-0.190009,4.963560,2.13113E+11,
20260918-203652-4293920,wcs,125,1,0.8,all,26,30.846701,8.578410,8.377104,-0.201306,5.864090,2.18635E+11,ic_high
20260918-203652-4293920,wcs,125,1,0.8,in_box,14,23.159288,8.749870,8.556533,-0.193337,5.289040,2.5392E+11,
20260918-203652-4293920,wcs,125,1,1.0,all,26,40.744878,8.513460,8.309048,-0.204412,6.385560,1.98989E+11,ic_high;vbe_high
20260918-203652-4293920,wcs,125,1,1.0,in_box,14,23.982813,8.740340,8.546568,-0.193772,5.351200,2.81186E+11,
20260918-203652-4293920,wcs,125,1,1.2,all,26,42.471701,8.533730,8.330292,-0.203438,6.518000,2.2389E+11,ic_high;vbe_high
20260918-203652-4293920,wcs,125,1,1.2,in_box,14,24.873611,8.733310,8.539217,-0.194093,5.411020,2.93316E+11,
20260918-203652-4293920,wcs,125,1,1.4,all,26,39.443316,8.572780,8.371206,-0.201574,6.357540,2.6346E+11,ic_high;vbe_high
20260918-203652-4293920,wcs,125,1,1.4,in_box,14,25.842448,8.728740,8.534438,-0.194302,5.471100,2.97723E+11,
20260918-203652-4293920,wcs,125,8,0.6,all,26,13.034071,2.852910,2.047475,-0.805435,21.057300,2.52276E+11,
20260918-203652-4293920,wcs,125,8,0.6,in_box,14,13.034071,2.852910,2.047475,-0.805435,21.057300,2.52276E+11,
20260918-203652-4293920,wcs,125,8,0.8,all,26,10.623655,2.865610,2.062758,-0.802852,20.423800,2.75459E+11,
20260918-203652-4293920,wcs,125,8,0.8,in_box,14,10.623655,2.865610,2.062758,-0.802852,20.423800,2.75459E+11,
20260918-203652-4293920,wcs,125,8,1.0,all,26,11.000543,2.872770,2.071371,-0.801399,20.520400,2.8504E+11,
20260918-203652-4293920,wcs,125,8,1.0,in_box,14,11.000543,2.872770,2.071371,-0.801399,20.520400,2.8504E+11,
20260918-203652-4293920,wcs,125,8,1.2,all,26,11.410156,2.881660,2.082060,-0.799600,20.612500,2.90737E+11,
20260918-203652-4293920,wcs,125,8,1.2,in_box,13,11.410156,2.881660,2.082060,-0.799600,20.612500,2.90737E+11,
20260918-203652-4293920,wcs,125,8,1.4,all,26,11.857856,2.892880,2.095545,-0.797335,20.692000,2.94983E+11,
20260918-203652-4293920,wcs,125,8,1.4,in_box,13,11.857856,2.892880,2.095545,-0.797335,20.692000,2.94983E+11,
